time_tag,density,speed,temperature
2025-12-26 12:21:00,2.34,513.4,112500.0
2025-12-26 12:22:00,2.32,513.1,111722.0
2025-12-26 12:24:00,2.65,514.7,131760.0
2025-12-26 12:25:00,1.8,519.0,117869.0
2025-12-26 12:26:00,1.46,520.7,112377.0
2025-12-26 12:27:00,2.45,514.3,116335.0
2025-12-26 12:28:00,2.43,517.8,119621.0
2025-12-26 12:29:00,2.41,521.1,122695.0
2025-12-26 12:31:00,1.5,489.5,60794.0
2025-12-26 12:32:00,1.69,495.4,81905.0
2025-12-26 12:33:00,2.27,513.3,145241.0
2025-12-26 12:35:00,2.01,,
2025-12-26 12:36:00,2.01,500.7,110416.0
2025-12-26 12:37:00,2.34,527.3,106204.0
2025-12-26 12:38:00,2.35,527.8,106133.0
